code,stock_name,净利润,总市值,流通市值,所处行业,市盈率(动),市净率,ROE,毛利率,净利率,板块编号,year,provider
600519,贵州茅台,27242512886.45,1486097007268.8,1486097007268.8,白酒Ⅱ,13.64,6.3,10.57,89.7592176242,52.2244889889,BK1277,2026,efinance/eastmoney
